id_aluno,semestre_atual,total_semestres_cursados,nota_disciplina1,nota_disciplina2,nota_disciplina3,nota_disciplina4,nota_disciplina5,nota_disciplina6,nota_disciplina7,nota_disciplina8,nota_disciplina9,nota_disciplina10,media_notas,taxa_aprovacao,frequencia,evadiu,qtd_trancamentos,slope_notas,std_notas,Probabilidade,Nível de Risco,Previsão Evasão (0/1)
283,2,4,7.34,3.43,6.71,5.24,7.52,6.84,7.46,4.85,5.02,7.1,9.32,0.17,85,0,4,0.0342424242424242,1.4100705262109725,0.7035415130791515,🔴 Alto,1
284,4,5,8.94,8.38,9.82,2.59,9.79,8.16,9.49,2.24,9.89,5.96,3.83,0.01,36,0,2,-0.2126060606060605,2.938685269148622,0.4362081502286346,🟠 Médio,0
285,3,5,7.94,9.66,1.65,6.42,2.72,4.04,8.08,8.96,4.36,2.22,2.38,0.57,18,0,0,-0.277151515151515,2.969546355178777,0.334233238216582,🟢 Baixo,0
286,6,5,1.72,0.32,0.41,0.39,9.37,8.39,0.08,4.47,9.13,9.68,6.44,0.54,36,0,4,0.9193939393939392,4.286522029700899,0.1589577293703336,🟢 Baixo,0
287,3,3,6.64,7.89,3.19,5.71,5.18,8.81,0.84,6.55,4.23,5.91,8.36,0.92,23,1,4,-0.1598181818181818,2.310585543873145,0.6791354089441213,🔴 Alto,1
288,2,1,4.72,9.81,4.28,1.81,8.67,4.02,8.06,6.24,9.3,9.53,0.47,0.19,9,1,2,0.3855757575757575,2.813124794798679,0.3996457812782193,🟢 Baixo,0
289,2,5,6.86,6.66,9.06,2.41,2.6,7.92,3.99,6.0,7.43,6.51,9.75,1.0,13,0,2,-0.0181818181818182,2.235745960524138,0.64042077957637,🔴 Alto,1
290,4,10,0.16,3.11,1.83,3.52,8.89,6.28,6.44,6.58,9.28,0.65,9.75,0.46,5,0,4,0.4696969696969698,3.2788148265290413,0.1126280276799691,🟢 Baixo,0
291,8,8,1.23,8.69,3.05,9.88,4.26,0.36,4.87,0.27,6.61,0.67,5.58,0.72,1,1,4,-0.3177575757575757,3.5124016791300448,0.8055550768234799,🔴 Alto,1
292,1,8,6.84,3.96,6.44,3.76,2.98,4.71,7.14,4.9,7.09,8.66,8.37,0.68,59,1,4,0.2573333333333334,1.837787316917336,0.5809973959925411,🟠 Médio,0
293,5,5,2.26,5.24,9.16,0.67,8.11,3.66,2.16,9.08,7.45,9.22,6.78,0.07,86,1,0,0.4710909090909091,3.3115335487421,0.7735521406863519,🔴 Alto,1
294,7,9,3.13,7.94,7.69,5.31,3.05,5.26,0.53,7.03,1.59,9.4,3.15,0.29,43,1,0,-0.0209090909090908,2.9504464822200123,0.520597342975776,🟠 Médio,0
295,9,10,0.47,5.46,6.95,9.36,6.33,2.06,3.63,1.51,3.59,0.86,0.03,0.06,88,0,0,-0.352969696969697,2.935926126833273,0.3459592992085107,🟢 Baixo,0
296,10,1,3.42,8.94,0.42,3.96,0.12,7.03,2.95,6.33,1.17,3.72,4.21,0.62,59,0,0,-0.1106666666666666,2.9066139138943865,0.367578309105216,🟢 Baixo,0
297,9,3,8.3,6.73,6.1,7.12,1.41,1.19,5.87,6.39,9.03,8.58,4.96,0.78,13,0,2,0.0975757575757575,2.7334544688604807,0.3966649058839092,🟢 Baixo,0
298,2,2,3.74,8.62,5.89,9.44,7.14,0.55,7.41,8.48,3.28,2.45,9.35,0.89,67,0,1,-0.2952727272727272,3.0195511071828025,0.469105783635742,🟠 Médio,0
299,9,4,9.15,3.46,8.12,3.39,1.63,6.15,6.87,9.59,0.35,1.52,7.24,0.77,53,1,1,-0.4129090909090909,3.381199819919288,0.7893628718272844,🔴 Alto,1
300,3,10,7.97,5.91,7.26,5.87,5.09,1.8,0.59,0.84,9.68,8.06,5.77,0.13,45,0,0,-0.1456363636363636,3.2117632747967795,0.3466189910004837,🟢 Baixo,0
301,4,4,0.95,9.57,7.75,1.54,2.64,2.35,1.58,4.31,0.64,6.78,0.84,0.18,93,0,2,-0.1661212121212121,3.155715977925348,0.427006968615136,🟢 Baixo,0
302,10,7,3.65,7.33,7.54,4.88,3.16,2.39,2.69,1.25,5.11,9.63,0.73,0.44,23,1,0,-0.003090909090909,2.6708510919846424,0.2397031092019893,🟢 Baixo,0
303,7,10,5.64,3.75,0.48,6.66,5.79,7.8,6.46,5.91,1.97,5.74,4.96,0.64,88,1,0,0.1030303030303031,2.268293533816899,0.7340227213231402,🔴 Alto,1
304,8,6,7.42,3.45,8.22,3.57,3.94,4.18,0.2,2.38,0.11,4.76,6.06,0.2,81,0,0,-0.5235757575757576,2.6349996837444465,0.8046687185170099,🔴 Alto,1
305,8,8,0.64,6.66,0.03,8.52,0.48,8.34,2.16,8.77,8.47,1.21,3.78,0.67,76,0,2,0.3047272727272729,3.900116237584037,0.2584217360190315,🟢 Baixo,0
306,2,2,1.28,9.71,3.53,8.02,3.13,9.28,3.35,2.97,3.71,8.2,7.41,0.57,42,0,1,0.0583030303030301,3.106540769981227,0.5387755181838813,🟠 Médio,0
307,6,4,3.63,0.0,1.1,1.89,1.61,5.97,5.5,0.25,6.58,4.6,0.92,0.48,34,1,1,0.3983636363636364,2.4506962729441244,0.2842119208440555,🟢 Baixo,0
308,6,1,3.22,7.13,5.13,5.57,0.44,5.56,3.94,7.4,8.62,1.59,1.37,0.9,19,1,1,0.0444848484848484,2.594318578912175,0.450403713418874,🟠 Médio,0
309,2,7,9.03,8.35,7.25,6.95,7.74,4.87,8.08,5.95,9.01,4.64,4.83,0.61,23,0,1,-0.2476969696969697,1.5854130201447332,0.7781598942587058,🔴 Alto,1
310,3,4,0.13,1.0,8.47,6.96,0.53,3.22,6.49,0.6,4.75,6.09,1.89,0.15,82,1,2,0.2534545454545455,3.1224925940664776,0.4568276317550241,🟠 Médio,0
311,3,9,4.74,3.42,7.14,8.43,4.84,1.45,0.06,9.51,8.06,1.16,5.66,0.38,71,1,1,-0.0993333333333333,3.337462276108068,0.3753297483063244,🟢 Baixo,0
312,6,3,9.92,8.62,0.59,9.93,8.2,0.06,1.37,8.04,1.72,5.84,5.03,0.44,64,1,2,-0.4944848484848486,4.051741600842779,0.7569520239748805,🔴 Alto,1
313,3,7,5.12,9.7,9.45,6.29,8.91,7.59,0.34,0.12,3.39,2.57,8.63,0.87,90,1,4,-0.8056969696969699,3.626800855360609,0.4540378140846754,🟠 Médio,0
314,4,6,1.01,1.7,3.14,3.77,7.73,1.65,8.47,0.93,5.92,1.61,7.8,0.53,81,1,0,0.1933939393939393,2.820673875355163,0.6430146494436388,🔴 Alto,1
315,6,8,3.32,5.82,3.05,7.33,2.8,7.9,2.37,8.62,3.18,3.49,9.96,0.76,87,0,2,0.0067878787878787,2.383754275181157,0.4068458249165965,🟢 Baixo,0
316,1,10,7.33,5.67,1.52,3.99,3.73,4.63,8.11,4.04,8.61,7.52,4.99,0.87,64,1,2,0.2918181818181818,2.311374050213422,0.7146792256484854,🔴 Alto,1
317,4,5,0.74,8.65,6.31,1.6,6.03,6.37,8.32,8.44,9.8,1.9,2.27,0.62,35,1,2,0.3008484848484848,3.2750138252464764,0.5814815781831336,🟠 Médio,0
318,10,2,4.89,5.68,3.68,9.53,0.04,6.53,4.52,5.14,1.66,4.48,6.81,0.2,4,1,3,-0.2004242424242423,2.579277461271319,0.5986010630182471,🔴 Alto,1
319,1,6,0.9,3.13,7.38,1.04,4.54,4.7,0.31,4.99,1.94,3.14,4.94,0.47,80,0,1,-0.013030303030303,2.226741765200646,0.5057768539410176,🟠 Médio,0
320,2,6,1.49,9.52,7.71,4.71,6.91,4.55,8.85,9.2,9.16,4.11,2.56,0.65,18,0,3,0.2337575757575756,2.755057773138947,0.6152779080182657,🔴 Alto,1
321,1,5,0.44,7.27,8.26,2.09,6.79,2.11,7.42,0.94,8.77,9.2,5.72,0.68,64,1,0,0.3881818181818182,3.4914003876190804,0.3387217302962604,🟢 Baixo,0
322,6,10,8.24,8.37,0.88,7.03,0.21,7.86,1.63,2.17,6.02,1.04,9.16,0.72,21,1,2,-0.5051515151515152,3.429788623224469,0.3967855091727326,🟢 Baixo,0
323,2,3,9.4,9.77,4.88,7.99,0.54,6.23,3.32,5.56,8.79,5.13,2.09,0.08,54,0,4,-0.3043030303030303,2.915660588385875,0.2576135811681926,🟢 Baixo,0
324,5,9,4.36,1.18,6.76,1.06,1.17,3.07,4.79,6.9,1.24,5.99,8.76,0.72,18,1,0,0.175030303030303,2.4179366777849616,0.7546479180654367,🔴 Alto,1
325,2,4,7.56,7.96,7.84,3.98,4.72,1.06,7.39,5.83,5.6,5.48,3.0,0.75,16,0,3,-0.2346666666666667,2.1475815855670457,0.7292232490832369,🔴 Alto,1
326,2,5,8.18,7.55,3.38,7.24,0.03,8.71,8.5,3.86,6.7,0.53,3.96,0.84,24,1,0,-0.3632727272727272,3.2821429314126807,0.7385916466805742,🔴 Alto,1
327,1,10,8.26,2.7,3.39,1.8,7.08,2.35,8.41,3.84,5.65,7.11,8.8,0.75,68,0,2,0.1675757575757576,2.536666447656583,0.4298931452034729,🟠 Médio,0
328,8,6,5.12,7.1,0.47,2.21,2.54,9.33,7.19,2.75,5.9,3.4,3.86,0.7,86,1,3,0.0560606060606061,2.772213115104168,0.3783487828654621,🟢 Baixo,0
329,6,9,4.42,9.64,5.18,8.45,0.48,8.21,1.96,1.7,2.57,8.08,8.39,0.45,88,0,1,-0.276909090909091,3.3335114952387506,0.4505205271978759,🟠 Médio,0
330,2,1,8.11,7.39,6.41,3.19,5.84,3.91,4.45,0.76,7.01,2.98,8.28,0.46,50,1,2,-0.4559393939393939,2.3319626926689887,0.7247349142591776,🔴 Alto,1
331,9,10,0.91,3.2,1.65,8.05,4.6,1.47,8.25,7.28,2.89,8.84,1.87,0.7,66,0,3,0.5746666666666668,3.113673072112742,0.2913594003722975,🟢 Baixo,0
332,5,3,1.7,8.34,6.54,9.51,4.53,2.14,4.96,3.95,8.5,8.05,3.4,0.88,64,1,2,0.1774545454545454,2.770029281834801,0.2657841488363932,🟢 Baixo,0
333,2,2,8.76,3.56,6.55,4.11,2.63,8.21,8.42,6.2,2.09,1.37,6.93,0.27,31,0,2,-0.3638787878787879,2.78382630364915,0.6487788536185402,🔴 Alto,1
334,3,7,8.73,3.2,6.86,0.89,0.98,7.3,9.9,9.65,0.98,8.29,4.78,0.91,74,1,2,0.1684848484848484,3.756108506301583,0.3469757965081338,🟢 Baixo,0
335,1,7,2.69,7.26,8.37,3.55,9.12,7.21,9.83,5.25,4.63,8.42,3.23,0.92,64,1,2,0.209030303030303,2.4567234276572525,0.4164362703683079,🟢 Baixo,0
336,2,6,0.33,0.45,5.04,8.55,6.83,1.46,5.68,1.56,4.81,2.34,5.48,0.27,59,0,4,0.1044242424242423,2.8603311774066382,0.553952009472214,🟠 Médio,0
337,7,7,0.1,6.43,1.02,0.63,5.89,5.71,8.95,6.12,8.21,9.99,3.01,0.9,5,0,3,0.9196969696969698,3.5499491389157805,0.792822687730642,🔴 Alto,1
338,10,4,6.41,7.82,1.48,3.09,4.57,9.85,1.11,7.88,5.76,4.48,0.14,0.03,91,0,1,-0.0027272727272727,2.855027728995523,0.2879401590403409,🟢 Baixo,0
339,2,4,3.83,2.98,4.69,1.59,0.53,1.7,6.53,6.58,8.95,4.05,5.47,0.24,15,0,0,0.4194545454545454,2.625562585216526,0.5296853868947328,🟠 Médio,0
340,7,3,5.22,4.57,5.33,6.64,6.79,2.08,9.82,2.88,9.47,0.12,6.38,0.71,53,1,1,-0.1152727272727272,3.0809767570979467,0.4533935677333748,🟠 Médio,0
341,9,6,2.18,1.49,8.14,2.62,7.75,1.19,0.52,0.31,2.74,0.52,6.91,0.63,75,0,3,-0.3527272727272728,2.873527448972778,0.3895448133684389,🟢 Baixo,0
342,7,1,9.55,7.71,0.37,6.89,8.68,8.24,7.28,8.39,9.08,8.67,0.97,0.76,48,1,4,0.2575757575757576,2.626773263488453,0.3975213456075616,🟢 Baixo,0
343,1,1,9.09,3.21,0.61,8.36,1.75,9.25,1.44,8.43,6.49,1.8,2.47,0.51,59,1,4,-0.1018787878787878,3.590094551524916,0.5356511141908984,🟠 Médio,0
344,10,4,5.28,5.99,3.49,2.27,9.48,3.32,2.06,8.32,7.6,1.12,8.28,0.09,9,0,3,-0.0533939393939394,2.88771747617772,0.5062267322730865,🟠 Médio,0
345,5,1,0.76,6.47,7.0,0.92,6.01,0.45,3.17,6.01,9.77,4.19,9.61,0.98,82,0,3,0.3043030303030304,3.118568938186588,0.544807433455832,🟠 Médio,0
346,2,10,3.51,2.45,3.63,9.01,0.76,6.9,1.47,8.5,1.62,8.51,5.57,0.89,32,0,4,0.2852121212121213,3.255723848513227,0.6085560452739902,🔴 Alto,1
347,2,9,0.79,6.07,4.65,1.84,3.25,2.68,1.12,5.27,2.59,9.87,0.58,0.47,53,0,1,0.3498787878787879,2.748426014204412,0.466599571647566,🟠 Médio,0
348,6,1,6.29,4.29,0.57,4.01,5.53,4.15,1.12,0.4,9.65,8.69,7.49,0.25,86,0,2,0.2922424242424243,3.204521111735037,0.8594419317156732,🔴 Alto,1
349,9,1,2.27,9.77,6.96,4.61,8.9,7.66,4.21,8.64,8.16,5.84,5.06,0.14,39,0,4,0.1625454545454545,2.40559440563958,0.6514823386134106,🔴 Alto,1
350,6,4,9.16,8.1,2.99,0.34,2.51,4.55,6.62,2.19,2.06,7.13,5.18,0.21,79,0,4,-0.2646666666666667,2.997826064185698,0.5967257338651109,🔴 Alto,1
351,7,3,7.54,6.47,4.16,0.09,5.5,4.51,5.32,3.62,6.12,6.65,6.19,0.59,74,1,2,0.0093333333333334,2.105547170900925,0.3897631402266945,🟢 Baixo,0
352,6,10,0.69,3.29,0.81,6.64,8.3,0.31,1.71,9.54,5.28,2.17,2.18,0.42,41,1,1,0.2916363636363637,3.3578471939291368,0.2441170282901374,🟢 Baixo,0
353,2,1,3.76,3.61,1.64,3.88,3.61,5.63,3.19,7.77,0.47,3.17,8.23,0.45,50,0,4,0.020060606060606,1.9875224666794475,0.5609599671883111,🟠 Médio,0
354,9,1,6.23,9.97,4.63,4.23,6.9,0.03,2.58,2.53,4.02,7.12,4.44,0.74,70,1,0,-0.3391515151515152,2.835427461404874,0.6122904435888821,🔴 Alto,1
355,1,6,9.58,3.82,5.5,9.63,0.62,4.73,2.5,9.81,7.65,4.98,6.95,0.65,89,1,0,-0.0625454545454545,3.196226247032932,0.639152294750655,🔴 Alto,1
356,5,10,7.19,6.11,1.3,2.74,5.04,5.75,3.35,9.79,5.99,8.85,9.6,0.79,31,0,1,0.3581212121212121,2.648393433343652,0.6574924016598283,🔴 Alto,1
357,10,2,5.61,1.0,5.6,5.12,8.53,6.21,6.16,2.23,4.72,3.79,0.83,0.22,83,1,0,-0.0387272727272727,2.1376625344312674,0.2616119340937469,🟢 Baixo,0
358,4,3,1.46,9.44,6.29,4.22,9.67,5.96,7.83,6.18,8.94,2.06,7.26,0.06,48,0,0,0.0513333333333333,2.9115946375368487,0.8368956601908792,🔴 Alto,1
359,1,2,2.4,8.94,9.45,9.03,2.01,0.52,0.4,7.95,9.28,6.3,2.35,1.0,34,0,4,0.0157575757575757,3.848009008998463,0.7119339981754349,🔴 Alto,1
360,10,5,5.85,2.87,9.08,8.32,0.1,5.47,7.95,2.92,2.17,5.01,8.27,0.17,97,0,4,-0.2363636363636364,2.947508175466939,0.6624500729066978,🔴 Alto,1
361,5,5,4.69,2.94,2.01,2.75,1.28,7.97,8.1,9.19,8.62,3.14,0.21,0.04,71,0,3,0.5118181818181818,3.0674652945605323,0.2246890771800731,🟢 Baixo,0
362,6,2,7.84,6.69,5.37,8.93,5.05,1.36,6.47,6.87,1.03,4.35,7.42,0.68,52,1,0,-0.452121212121212,2.582605058635348,0.750364421876333,🔴 Alto,1
363,8,8,0.18,8.19,7.98,3.84,5.85,3.19,8.38,4.98,1.37,4.8,2.7,0.16,26,1,1,-0.0618181818181816,2.830803576528914,0.2714230788266985,🟢 Baixo,0
364,6,2,3.56,3.06,4.26,2.85,7.8,8.53,2.47,7.72,6.35,9.83,6.08,0.09,25,0,0,0.5839393939393941,2.710563901970707,0.5999532048128624,🔴 Alto,1
365,5,6,9.39,0.32,3.47,5.66,6.02,8.11,0.44,0.94,0.23,9.66,2.56,0.02,67,0,3,-0.1479999999999998,3.845508780093705,0.618718077953997,🔴 Alto,1
366,10,5,5.47,3.82,5.85,3.98,8.46,6.89,3.16,6.12,1.61,3.7,2.71,0.64,61,0,0,-0.2065454545454544,2.01807499034765,0.4876258868270882,🟠 Médio,0
367,2,3,1.81,1.03,3.29,1.65,8.35,8.77,0.5,8.65,6.58,4.66,0.35,0.29,32,0,1,0.5349696969696971,3.3247404242871186,0.5713405964601035,🟠 Médio,0
368,10,3,6.15,8.81,6.7,9.41,8.06,2.52,7.66,6.67,8.56,4.85,1.24,0.53,33,0,3,-0.1478181818181819,2.072413783222089,0.506317733031934,🟠 Médio,0
369,10,10,5.35,0.63,7.09,6.74,3.86,4.19,7.97,4.78,7.44,0.04,8.81,0.14,34,0,4,-0.0463636363636363,2.741258632250684,0.2091657242418334,🟢 Baixo,0
370,6,2,0.37,7.19,8.7,1.62,4.0,9.14,4.02,3.88,4.45,1.71,1.78,0.67,73,0,3,-0.1144242424242424,2.98901247162931,0.4443311219573093,🟠 Médio,0
371,7,1,2.8,1.68,6.13,7.33,9.68,6.23,1.71,8.5,1.13,9.76,4.68,0.49,99,1,2,0.305030303030303,3.403296604437788,0.8119289208516923,🔴 Alto,1
372,2,5,5.61,5.73,9.14,0.22,7.77,4.33,6.65,9.98,8.29,7.78,8.78,0.02,23,1,4,0.3484848484848484,2.810005931191842,0.401487461779094,🟢 Baixo,0
373,1,7,1.85,6.39,0.51,2.34,9.86,7.37,9.49,8.01,9.66,9.96,8.79,0.47,19,0,1,0.9232727272727272,3.651861625710007,0.0784159298107463,🟢 Baixo,0
374,3,3,2.42,2.92,1.43,4.17,0.94,5.68,6.75,8.59,9.41,4.25,7.62,0.65,35,0,3,0.6677575757575758,2.9086163186107736,0.29000978586819,🟢 Baixo,0
375,8,6,0.95,0.04,2.87,0.84,7.69,2.44,9.07,7.65,1.22,2.88,8.53,0.92,69,0,3,0.418,3.3067985524774057,0.1627241675283289,🟢 Baixo,0
376,3,6,3.51,8.13,3.62,0.51,4.22,5.0,7.39,3.49,9.43,6.91,9.5,0.32,61,0,4,0.3664848484848484,2.697049622581436,0.4264768019960536,🟢 Baixo,0
377,1,6,6.41,2.76,8.7,3.97,0.57,8.37,8.42,3.75,2.89,7.72,3.28,0.62,23,1,2,0.0551515151515151,2.9170083609372424,0.4063697816502862,🟢 Baixo,0
378,7,8,8.89,5.47,2.96,6.38,4.4,4.94,9.83,9.7,8.76,5.76,7.28,0.93,44,1,1,0.2390909090909091,2.420052570595202,0.6515642504423853,🔴 Alto,1
379,1,1,7.68,0.55,8.09,1.68,5.13,1.15,7.7,3.77,6.59,0.88,9.4,0.71,94,0,2,-0.1602424242424242,3.0930632065963346,0.5637918507324522,🟠 Médio,0
380,9,10,2.66,3.67,1.15,3.58,8.15,3.17,2.68,0.52,9.11,2.48,0.8,0.67,29,0,3,0.1553333333333333,2.780671581550839,0.4834152338077791,🟠 Médio,0
381,2,1,3.47,8.42,5.29,6.67,3.88,0.36,8.24,8.47,0.91,4.24,6.49,0.09,25,1,3,-0.1730303030303029,2.972807315204491,0.514865391250676,🟠 Médio,0
382,5,2,2.09,6.27,0.85,7.57,5.01,9.56,8.53,5.22,3.98,4.64,3.95,0.35,85,0,0,0.2193939393939395,2.7284012412644394,0.4890812813193901,🟠 Médio,0
383,6,5,6.07,2.86,6.97,2.15,5.61,5.11,6.0,1.47,4.31,5.7,0.26,0.59,4,0,3,-0.0583636363636363,1.8598939635246832,0.7123558585636024,🔴 Alto,1
384,6,9,3.44,3.77,5.86,8.58,6.92,2.3,9.01,2.3,7.66,6.59,3.37,0.41,56,1,1,0.2087878787878788,2.5236263590317805,0.63326113713553,🔴 Alto,1
385,1,2,3.84,8.99,5.19,0.47,8.75,4.4,6.15,3.69,6.31,5.92,5.96,0.46,36,0,4,0.0312121212121211,2.504881678287864,0.5585657090987618,🟠 Médio,0
386,5,6,1.01,9.49,2.54,7.34,7.0,1.01,4.1,4.39,3.48,8.26,0.54,0.67,78,1,4,0.1013333333333333,3.008454014199911,0.3332619339054681,🟢 Baixo,0
387,10,8,0.27,6.89,5.16,6.22,8.05,6.92,0.18,4.28,3.98,2.71,4.92,0.66,67,1,3,-0.1336969696969697,2.741281938558431,0.5102865527882359,🟠 Médio,0
388,4,6,0.18,2.95,4.28,1.24,7.03,2.65,2.85,0.54,3.56,5.53,0.29,0.86,35,1,0,0.207090909090909,2.154511803428125,0.4072376896153036,🟢 Baixo,0
389,6,7,8.28,4.13,2.58,2.22,9.44,2.5,4.54,6.69,4.31,0.61,1.08,0.13,22,1,4,-0.2860606060606061,2.821949680628625,0.6117395971404391,🔴 Alto,1
390,1,2,5.53,3.81,1.75,4.76,3.18,0.97,4.91,2.93,4.74,2.21,4.96,0.53,87,1,4,-0.1165454545454545,1.5231797880311655,0.1996798468817666,🟢 Baixo,0
391,10,9,7.3,6.24,2.8,8.43,8.39,1.9,7.76,3.85,4.09,2.91,6.86,0.52,88,0,0,-0.3503636363636364,2.523754038024396,0.7000983328705179,🔴 Alto,1
392,9,7,2.65,9.48,8.29,3.16,5.33,8.95,0.45,0.13,0.01,3.28,0.58,0.76,31,1,1,-0.6420000000000001,3.665948566045204,0.5539337370520453,🟠 Médio,0
393,4,9,3.41,2.7,5.28,1.72,0.34,7.89,2.29,1.1,0.8,6.85,3.32,0.21,93,1,1,0.0364848484848484,2.6096564269395053,0.5142510658586557,🟠 Médio,0
394,7,10,0.3,7.46,9.9,9.35,4.6,5.79,7.72,3.24,8.38,1.06,7.17,0.68,38,0,1,-0.1437575757575758,3.3865452734149133,0.3492533038242909,🟢 Baixo,0
395,1,1,7.39,9.34,0.18,6.96,5.71,0.78,0.17,8.63,9.2,9.74,6.51,0.86,69,0,3,0.2249696969696971,3.943864433099428,0.6486768052417201,🔴 Alto,1
396,6,1,5.82,2.48,5.19,9.51,8.11,9.24,3.64,8.41,0.77,0.74,3.64,0.54,28,0,0,-0.3519393939393939,3.383589317081295,0.721503263833851,🔴 Alto,1
397,9,4,0.06,5.29,2.89,8.47,4.11,0.52,6.86,1.01,2.86,9.27,3.75,0.45,71,0,3,0.2912727272727272,3.2750884636058983,0.4987643416564739,🟠 Médio,0
398,10,4,0.95,8.97,2.47,5.32,6.12,6.26,9.43,1.27,6.43,7.47,2.04,0.78,35,1,1,0.287090909090909,2.9998646265753024,0.2826080575373068,🟢 Baixo,0
399,3,7,4.21,8.76,8.26,7.78,3.74,0.14,0.77,2.32,4.24,6.87,7.05,0.37,55,0,1,-0.3759393939393939,3.1024701628075517,0.625712547747915,🔴 Alto,1
400,7,2,9.21,6.0,8.71,8.05,4.83,8.86,7.11,2.08,8.86,4.72,3.54,0.43,32,1,1,-0.3171515151515153,2.373679984047274,0.282250238660488,🟢 Baixo,0
401,2,1,1.45,6.38,3.43,7.31,4.32,1.36,6.99,7.83,2.53,9.57,9.22,0.78,80,0,2,0.3891515151515152,2.8836283086109105,0.6630286379740661,🔴 Alto,1
402,5,9,6.4,6.43,2.26,9.86,7.82,5.75,3.82,1.77,1.87,0.89,5.56,0.21,98,1,0,-0.6312121212121213,3.0033612651309345,0.5819593727117299,🟠 Médio,0
403,5,3,8.34,7.49,7.93,4.32,1.06,9.69,6.67,5.79,9.97,5.41,5.51,0.28,9,1,3,-0.0244242424242424,2.675315350051694,0.5808487169138143,🟠 Médio,0
404,4,3,9.32,1.89,4.23,9.19,6.87,3.1,6.39,1.1,6.47,8.9,5.64,0.43,91,0,1,0.0027878787878787,3.0283519537127046,0.782489531111579,🔴 Alto,1
405,3,2,6.08,0.85,1.58,0.17,2.15,4.64,5.88,4.5,3.04,7.28,5.1,0.98,73,1,1,0.3657575757575758,2.417616135323757,0.2772425195482617,🟢 Baixo,0
406,4,1,9.73,9.41,2.07,7.43,8.52,9.54,5.78,0.47,2.03,1.15,2.91,0.57,36,0,2,-0.8533939393939396,3.805373539848326,0.8824059805172603,🔴 Alto,1
407,1,2,6.94,2.64,0.22,7.79,0.21,3.0,7.58,4.25,3.64,7.4,3.12,0.63,82,1,1,0.2027272727272728,2.9388472796886425,0.3437763452643378,🟢 Baixo,0
408,3,10,2.93,9.02,9.77,3.4,3.66,7.74,4.28,6.43,6.34,7.21,8.55,0.57,53,0,2,0.0592727272727272,2.4194480545961072,0.5110468150450747,🟠 Médio,0
409,1,2,0.47,8.84,6.01,5.23,8.11,3.44,8.4,9.44,0.05,7.89,1.26,0.44,57,0,2,0.165090909090909,3.43776348485142,0.5268405257489395,🟠 Médio,0
410,7,6,8.78,7.03,4.89,8.36,0.87,1.53,5.94,0.06,3.22,7.7,8.66,0.62,91,0,1,-0.4069090909090908,3.236801576316417,0.6982011361090845,🔴 Alto,1
411,9,3,4.93,8.9,0.69,3.3,3.56,8.61,5.69,1.53,7.48,6.83,3.19,0.29,8,0,2,0.142909090909091,2.859136621818241,0.5227261594389482,🟠 Médio,0
412,7,8,7.22,4.82,0.11,8.58,6.49,2.06,5.0,1.16,2.44,5.52,7.25,0.42,36,1,4,-0.2538181818181818,2.7842134337087816,0.5182025574807226,🟠 Médio,0
413,8,7,1.08,5.22,7.84,5.14,3.04,0.57,7.92,6.82,1.57,5.27,2.86,0.42,27,1,3,0.0783636363636363,2.7403367595161647,0.4418553944257278,🟠 Médio,0
414,5,7,8.07,8.88,5.4,7.15,9.23,6.69,7.82,6.93,9.17,9.69,9.09,0.16,9,0,3,0.1438181818181817,1.3662198456568644,0.523765929672513,🟠 Médio,0
415,3,4,9.03,9.09,9.78,5.87,1.1,0.92,9.32,2.6,8.11,9.26,6.08,0.79,59,0,4,-0.1849696969696969,3.619885817720406,0.6103869720990935,🔴 Alto,1
416,8,4,6.41,0.48,0.08,9.79,5.94,2.88,7.16,9.7,7.73,1.54,0.17,0.97,36,0,1,0.2670909090909091,3.664161113633879,0.4404860062265268,🟠 Médio,0
417,9,8,1.75,4.5,6.55,5.08,2.34,8.97,0.62,1.19,0.66,1.4,8.99,0.35,8,1,3,-0.3853333333333333,2.845222896950841,0.4287034005914824,🟠 Médio,0
418,7,3,3.53,8.28,4.04,9.77,1.63,8.39,8.0,6.98,4.97,4.46,5.76,0.89,51,0,0,0.0081818181818181,2.636400112948631,0.2397204590137311,🟢 Baixo,0
419,6,9,7.2,9.92,6.48,8.11,0.75,1.0,6.35,8.63,3.99,0.45,7.16,0.53,29,0,3,-0.5850909090909091,3.50973186693482,0.5328370159096447,🟠 Médio,0
420,9,10,7.83,1.61,0.32,2.14,6.66,6.04,7.17,3.34,5.16,9.0,5.32,0.25,83,0,3,0.3936363636363637,2.922270996635626,0.2986438350089636,🟢 Baixo,0
421,1,8,5.54,9.88,1.85,8.25,6.26,5.49,3.93,1.02,0.94,9.79,2.62,0.48,90,1,2,-0.2558181818181819,3.3658654162042785,0.3162703971772434,🟢 Baixo,0
422,7,4,8.25,3.48,4.7,9.59,5.33,4.79,7.47,9.34,9.65,2.76,6.89,0.86,86,0,4,0.061090909090909,2.628215279530114,0.5241138512704482,🟠 Médio,0
423,10,2,7.22,0.55,2.14,5.0,0.24,1.36,9.9,0.19,4.04,4.87,6.88,0.51,44,1,0,0.0566666666666667,3.264391895046372,0.5668309212424231,🟠 Médio,0
424,9,7,8.46,8.4,4.14,6.39,1.0,1.4,7.39,0.67,2.45,4.12,8.45,0.2,45,0,0,-0.5736969696969697,3.051184833616097,0.6245983738454076,🔴 Alto,1
